YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2017,Hawaii,Middle School,90
2017,Hawaii,Pre-School,574
2017,Hawaii,Professional school degree,33
2017,Hawaii,Some college but no degree,454
2017,Idaho,Associate degree in college,206
2017,Idaho,Bachelor's degree,390
2017,Idaho,Doctorate degree,25
2017,Idaho,Elementary,39
2017,Idaho,High School,214
2017,Idaho,High school graduate,542
2017,Idaho,Kindergarten,9
2017,Idaho,Master's degree,136
2017,Idaho,Middle School,119
2017,Idaho,Pre-School,795
2017,Idaho,Professional school degree,24
2017,Idaho,Some college but no degree,516
2017,Illinois,Associate degree in college,333
2017,Illinois,Bachelor's degree,820
2017,Illinois,Doctorate degree,65
2017,Illinois,Elementary,105
2017,Illinois,High School,319
2017,Illinois,High school graduate,1067
2017,Illinois,Kindergarten,8
2017,Illinois,Master's degree,399
2017,Illinois,Middle School,196
2017,Illinois,Pre-School,1112
2017,Illinois,Professional school degree,48
2017,Illinois,Some college but no degree,772
2017,Indiana,Associate degree in college,198
2017,Indiana,Bachelor's degree,372
2017,Indiana,Doctorate degree,26
2017,Indiana,Elementary,25
2017,Indiana,High School,192
2017,Indiana,High school graduate,642
2017,Indiana,Kindergarten,9
2017,Indiana,Master's degree,168
2017,Indiana,Middle School,150
2017,Indiana,Pre-School,711
2017,Indiana,Professional school degree,18
2017,Indiana,Some college but no degree,353
2017,Iowa,Associate degree in college,199
2017,Iowa,Bachelor's degree,317
2017,Iowa,Doctorate degree,20
2017,Iowa,Elementary,18
2017,Iowa,High School,108
2017,Iowa,High school graduate,403
2017,Iowa,Master's degree,75
2017,Iowa,Middle School,76
2017,Iowa,Pre-School,493
2017,Iowa,Professional school degree,18
2017,Iowa,Some college but no degree,258
2017,Kansas,Associate degree in college,182
2017,Kansas,Bachelor's degree,340
2017,Kansas,Doctorate degree,24
2017,Kansas,Elementary,26
2017,Kansas,High School,169
2017,Kansas,High school graduate,420
2017,Kansas,Kindergarten,4
2017,Kansas,Master's degree,123
2017,Kansas,Middle School,94
2017,Kansas,Pre-School,526
2017,Kansas,Professional school degree,13
2017,Kansas,Some college but no degree,319
2017,Kentucky,Associate degree in college,161
2017,Kentucky,Bachelor's degree,211
2017,Kentucky,Doctorate degree,20
2017,Kentucky,Elementary,19
2017,Kentucky,High School,182
2017,Kentucky,High school graduate,533
2017,Kentucky,Kindergarten,5
2017,Kentucky,Master's degree,123
2017,Kentucky,Middle School,141
2017,Kentucky,Pre-School,511
2017,Kentucky,Professional school degree,26
2017,Kentucky,Some college but no degree,315
2017,Louisiana,Associate degree in college,271
2017,Louisiana,Bachelor's degree,477
2017,Louisiana,Doctorate degree,47
2017,Louisiana,Elementary,46
2017,Louisiana,High School,396
2017,Louisiana,High school graduate,1025
2017,Louisiana,Kindergarten,11
2017,Louisiana,Master's degree,165
2017,Louisiana,Middle School,230
2017,Louisiana,Pre-School,960
2017,Louisiana,Professional school degree,33
2017,Louisiana,Some college but no degree,582
2017,Maine,Associate degree in college,111
2017,Maine,Bachelor's degree,190
2017,Maine,Doctorate degree,21
2017,Maine,Elementary,3
2017,Maine,High School,91
2017,Maine,High school graduate,335
2017,Maine,Kindergarten,3
2017,Maine,Master's degree,83
2017,Maine,Middle School,44
2017,Maine,Pre-School,311
2017,Maine,Professional school degree,13
2017,Maine,Some college but no degree,169
2017,Maryland,Associate degree in college,130
2017,Maryland,Bachelor's degree,373
2017,Maryland,Doctorate degree,44
2017,Maryland,Elementary,21
2017,Maryland,High School,140
2017,Maryland,High school graduate,449
2017,Maryland,Kindergarten,9
2017,Maryland,Master's degree,247
2017,Maryland,Middle School,92
2017,Maryland,Pre-School,506
2017,Maryland,Professional school degree,32
2017,Maryland,Some college but no degree,323
2017,Massachusetts,Associate degree in college,229
2017,Massachusetts,Bachelor's degree,642
2017,Massachusetts,Doctorate degree,96
2017,Massachusetts,Elementary,49
2017,Massachusetts,High School,194
2017,Massachusetts,High school graduate,682
2017,Massachusetts,Kindergarten,9
2017,Massachusetts,Master's degree,380
2017,Massachusetts,Middle School,128
2017,Massachusetts,Pre-School,769
2017,Massachusetts,Professional school degree,55
2017,Massachusetts,Some college but no degree,395
2017,Michigan,Associate degree in college,284
2017,Michigan,Bachelor's degree,538
2017,Michigan,Doctorate degree,42
2017,Michigan,Elementary,21
2017,Michigan,High School,267
2017,Michigan,High school graduate,853
2017,Michigan,Kindergarten,5
2017,Michigan,Master's degree,258
2017,Michigan,Middle School,135
2017,Michigan,Pre-School,850
2017,Michigan,Professional school degree,49
2017,Michigan,Some college but no degree,609
2017,Minnesota,Associate degree in college,260
2017,Minnesota,Bachelor's degree,350
2017,Minnesota,Doctorate degree,20
2017,Minnesota,Elementary,24
2017,Minnesota,High School,152
2017,Minnesota,High school graduate,390
2017,Minnesota,Kindergarten,15
2017,Minnesota,Master's degree,144
2017,Minnesota,Middle School,82
2017,Minnesota,Pre-School,539
2017,Minnesota,Professional school degree,15
2017,Minnesota,Some college but no degree,282
2017,Mississippi,Associate degree in college,319
2017,Mississippi,Bachelor's degree,322
2017,Mississippi,Doctorate degree,27
2017,Mississippi,Elementary,24
2017,Mississippi,High School,313
2017,Mississippi,High school graduate,798
2017,Mississippi,Kindergarten,3
2017,Mississippi,Master's degree,132
2017,Mississippi,Middle School,154
2017,Mississippi,Pre-School,746
2017,Mississippi,Professional school degree,16
2017,Mississippi,Some college but no degree,523
2017,Missouri,Associate degree in college,188
2017,Missouri,Bachelor's degree,331
2017,Missouri,Doctorate degree,15
2017,Missouri,Elementary,12
2017,Missouri,High School,178
2017,Missouri,High school graduate,561
2017,Missouri,Kindergarten,3
2017,Missouri,Master's degree,145
2017,Missouri,Middle School,130
2017,Missouri,Pre-School,625
2017,Missouri,Professional school degree,13
2017,Missouri,Some college but no degree,312
2017,Montana,Associate degree in college,292
2017,Montana,Bachelor's degree,570
2017,Montana,Doctorate degree,35
2017,Montana,Elementary,6
2017,Montana,High School,196
2017,Montana,High school graduate,735
2017,Montana,Kindergarten,1
2017,Montana,Master's degree,198
2017,Montana,Middle School,124
2017,Montana,Pre-School,788
2017,Montana,Professional school degree,22
2017,Montana,Some college but no degree,594
2017,Nebraska,Associate degree in college,175
2017,Nebraska,Bachelor's degree,350
2017,Nebraska,Doctorate degree,17
2017,Nebraska,Elementary,32
2017,Nebraska,High School,133
2017,Nebraska,High school graduate,379
2017,Nebraska,Kindergarten,2
2017,Nebraska,Master's degree,97
2017,Nebraska,Middle School,101
2017,Nebraska,Pre-School,587
2017,Nebraska,Professional school degree,11
2017,Nebraska,Some college but no degree,328
2017,Nevada,Associate degree in college,174
2017,Nevada,Bachelor's degree,286
2017,Nevada,Doctorate degree,19
2017,Nevada,Elementary,48
2017,Nevada,High School,172
2017,Nevada,High school graduate,675
2017,Nevada,Kindergarten,4
2017,Nevada,Master's degree,75
2017,Nevada,Middle School,100
2017,Nevada,Pre-School,543
2017,Nevada,Professional school degree,19
2017,Nevada,Some college but no degree,378
2017,New Hampshire,Associate degree in college,167
2017,New Hampshire,Bachelor's degree,387
2017,New Hampshire,Doctorate degree,31
2017,New Hampshire,Elementary,5
2017,New Hampshire,High School,123
2017,New Hampshire,High school graduate,509
2017,New Hampshire,Kindergarten,3
2017,New Hampshire,Master's degree,176
2017,New Hampshire,Middle School,87
2017,New Hampshire,Pre-School,429
2017,New Hampshire,Professional school degree,14
2017,New Hampshire,Some college but no degree,255
2017,New Jersey,Associate degree in college,203
2017,New Jersey,Bachelor's degree,687
2017,New Jersey,Doctorate degree,49
2017,New Jersey,Elementary,59
2017,New Jersey,High School,184
2017,New Jersey,High school graduate,792
2017,New Jersey,Kindergarten,7
2017,New Jersey,Master's degree,312
2017,New Jersey,Middle School,144
2017,New Jersey,Pre-School,792
2017,New Jersey,Professional school degree,45
2017,New Jersey,Some college but no degree,452
2017,New Mexico,Associate degree in college,259
2017,New Mexico,Bachelor's degree,366
2017,New Mexico,Doctorate degree,47
2017,New Mexico,Elementary,108
2017,New Mexico,High School,323
2017,New Mexico,High school graduate,884
2017,New Mexico,Kindergarten,11
2017,New Mexico,Master's degree,196
2017,New Mexico,Middle School,192
2017,New Mexico,Pre-School,816
2017,New Mexico,Professional school degree,37
2017,New Mexico,Some college but no degree,597
2017,New York,Associate degree in college,583
2017,New York,Bachelor's degree,1161
2017,New York,Doctorate degree,113
2017,New York,Elementary,138
2017,New York,High School,546
2017,New York,High school graduate,1577
2017,New York,Kindergarten,18
2017,New York,Master's degree,623
2017,New York,Middle School,308
2017,New York,Pre-School,1452
2017,New York,Professional school degree,109
2017,New York,Some college but no degree,836
2017,North Carolina,Associate degree in college,357
2017,North Carolina,Bachelor's degree,635
2017,North Carolina,Doctorate degree,56
2017,North Carolina,Elementary,65
2017,North Carolina,High School,323
2017,North Carolina,High school graduate,827
2017,North Carolina,Kindergarten,4
2017,North Carolina,Master's degree,244
2017,North Carolina,Middle School,181
2017,North Carolina,Pre-School,947
2017,North Carolina,Professional school degree,31
2017,North Carolina,Some college but no degree,571
2017,North Dakota,Associate degree in college,246
2017,North Dakota,Bachelor's degree,391
2017,North Dakota,Doctorate degree,16
2017,North Dakota,Elementary,9
2017,North Dakota,High School,123
2017,North Dakota,High school graduate,482
2017,North Dakota,Kindergarten,9
2017,North Dakota,Master's degree,105
2017,North Dakota,Middle School,91
2017,North Dakota,Pre-School,618
2017,North Dakota,Professional school degree,14
2017,North Dakota,Some college but no degree,304
2017,Ohio,Associate degree in college,350
2017,Ohio,Bachelor's degree,590
2017,Ohio,Doctorate degree,55
2017,Ohio,Elementary,17
2017,Ohio,High School,286
2017,Ohio,High school graduate,1164
2017,Ohio,Kindergarten,6
2017,Ohio,Master's degree,252
2017,Ohio,Middle School,208
2017,Ohio,Pre-School,1107
2017,Ohio,Professional school degree,44
2017,Ohio,Some college but no degree,647
2017,Oklahoma,Associate degree in college,155
2017,Oklahoma,Bachelor's degree,375
2017,Oklahoma,Doctorate degree,25
2017,Oklahoma,Elementary,44
2017,Oklahoma,High School,213
2017,Oklahoma,High school graduate,663
2017,Oklahoma,Kindergarten,9
2017,Oklahoma,Master's degree,137
2017,Oklahoma,Middle School,125
2017,Oklahoma,Pre-School,666
2017,Oklahoma,Professional school degree,18
2017,Oklahoma,Some college but no degree,374
2017,Oregon,Associate degree in college,170
2017,Oregon,Bachelor's degree,395
2017,Oregon,Doctorate degree,42
2017,Oregon,Elementary,59
2017,Oregon,High School,169
2017,Oregon,High school graduate,463
2017,Oregon,Kindergarten,3
2017,Oregon,Master's degree,161
2017,Oregon,Middle School,116
2017,Oregon,Pre-School,630
2017,Oregon,Professional school degree,20
2017,Oregon,Some college but no degree,449
2017,Pennsylvania,Associate degree in college,355
2017,Pennsylvania,Bachelor's degree,694
2017,Pennsylvania,Doctorate degree,55
2017,Pennsylvania,Elementary,37
2017,Pennsylvania,High School,312
2017,Pennsylvania,High school graduate,1209
2017,Pennsylvania,Kindergarten,12
2017,Pennsylvania,Master's degree,277
2017,Pennsylvania,Middle School,170
2017,Pennsylvania,Pre-School,1019
2017,Pennsylvania,Professional school degree,48
2017,Pennsylvania,Some college but no degree,500
2017,Rhode Island,Associate degree in college,108
2017,Rhode Island,Bachelor's degree,250
2017,Rhode Island,Doctorate degree,17
2017,Rhode Island,Elementary,32
2017,Rhode Island,High School,94
2017,Rhode Island,High school graduate,302
2017,Rhode Island,Kindergarten,2
2017,Rhode Island,Master's degree,120
2017,Rhode Island,Middle School,87
2017,Rhode Island,Pre-School,287
2017,Rhode Island,Professional school degree,13
2017,Rhode Island,Some college but no degree,191
2017,South Carolina,Associate degree in college,241
2017,South Carolina,Bachelor's degree,390
2017,South Carolina,Doctorate degree,27
2017,South Carolina,Elementary,23
2017,South Carolina,High School,247
2017,South Carolina,High school graduate,575
2017,South Carolina,Kindergarten,2
2017,South Carolina,Master's degree,170
2017,South Carolina,Middle School,136
2017,South Carolina,Pre-School,626
2017,South Carolina,Professional school degree,28
2017,South Carolina,Some college but no degree,416
2017,South Dakota,Associate degree in college,166
2017,South Dakota,Bachelor's degree,254
2017,South Dakota,Doctorate degree,22
2017,South Dakota,Elementary,6
2017,South Dakota,High School,126
2017,South Dakota,High school graduate,410
2017,South Dakota,Kindergarten,6
2017,South Dakota,Master's degree,67
2017,South Dakota,Middle School,84
2017,South Dakota,Pre-School,452
2017,South Dakota,Professional school degree,8
2017,South Dakota,Some college but no degree,221
2017,Tennessee,Associate degree in college,227
2017,Tennessee,Bachelor's degree,446
2017,Tennessee,Doctorate degree,40
2017,Tennessee,Elementary,39
2017,Tennessee,High School,222
2017,Tennessee,High school graduate,810
2017,Tennessee,Kindergarten,4
2017,Tennessee,Master's degree,163
2017,Tennessee,Middle School,142
2017,Tennessee,Pre-School,740
2017,Tennessee,Professional school degree,30
2017,Tennessee,Some college but no degree,443
2017,Texas,Associate degree in college,731
2017,Texas,Bachelor's degree,1510
2017,Texas,Doctorate degree,102
2017,Texas,Elementary,369
2017,Texas,High School,943
2017,Texas,High school graduate,2313
2017,Texas,Kindergarten,61
2017,Texas,Master's degree,602
2017,Texas,Middle School,710
2017,Texas,Pre-School,2825
2017,Texas,Professional school degree,67
2017,Texas,Some college but no degree,1653
2017,Utah,Associate degree in college,239
2017,Utah,Bachelor's degree,410
2017,Utah,Doctorate degree,35
2017,Utah,Elementary,23
2017,Utah,High School,203
2017,Utah,High school graduate,480
2017,Utah,Master's degree,141
2017,Utah,Middle School,130
2017,Utah,Pre-School,947
2017,Utah,Professional school degree,17
2017,Utah,Some college but no degree,441
2017,Vermont,Associate degree in college,132
2017,Vermont,Bachelor's degree,350
2017,Vermont,Doctorate degree,15
2017,Vermont,Elementary,5
2017,Vermont,High School,139
2017,Vermont,High school graduate,475
2017,Vermont,Kindergarten,1
2017,Vermont,Master's degree,172
2017,Vermont,Middle School,67
2017,Vermont,Pre-School,412
2017,Vermont,Professional school degree,21
2017,Vermont,Some college but no degree,239
2017,Virginia,Associate degree in college,203
2017,Virginia,Bachelor's degree,579
2017,Virginia,Doctorate degree,54
2017,Virginia,Elementary,51
2017,Virginia,High School,239
2017,Virginia,High school graduate,599
2017,Virginia,Kindergarten,8
2017,Virginia,Master's degree,311
2017,Virginia,Middle School,141
2017,Virginia,Pre-School,785
2017,Virginia,Professional school degree,35
2017,Virginia,Some college but no degree,457
2017,Washington,Associate degree in college,248
2017,Washington,Bachelor's degree,501
2017,Washington,Doctorate degree,46
2017,Washington,Elementary,50
2017,Washington,High School,258
2017,Washington,High school graduate,622
2017,Washington,Kindergarten,7
2017,Washington,Master's degree,261
2017,Washington,Middle School,147
2017,Washington,Pre-School,761
2017,Washington,Professional school degree,23
2017,Washington,Some college but no degree,480
2017,West Virginia,Associate degree in college,257
2017,West Virginia,Bachelor's degree,376
2017,West Virginia,Doctorate degree,38
2017,West Virginia,Elementary,21
2017,West Virginia,High School,308
2017,West Virginia,High school graduate,1126
2017,West Virginia,Kindergarten,1
2017,West Virginia,Master's degree,146
2017,West Virginia,Middle School,248
2017,West Virginia,Pre-School,748
2017,West Virginia,Professional school degree,31
2017,West Virginia,Some college but no degree,419
2017,Wisconsin,Associate degree in college,227
2017,Wisconsin,Bachelor's degree,348
2017,Wisconsin,Doctorate degree,22
2017,Wisconsin,Elementary,17
2017,Wisconsin,High School,154
2017,Wisconsin,High school graduate,562
2017,Wisconsin,Kindergarten,4
2017,Wisconsin,Master's degree,106
2017,Wisconsin,Middle School,130
2017,Wisconsin,Pre-School,534
2017,Wisconsin,Professional school degree,16
2017,Wisconsin,Some college but no degree,295
2017,Wyoming,Associate degree in college,238
2017,Wyoming,Bachelor's degree,282
2017,Wyoming,Doctorate degree,21
2017,Wyoming,Elementary,16
2017,Wyoming,High School,186
2017,Wyoming,High school graduate,609
2017,Wyoming,Kindergarten,2
2017,Wyoming,Master's degree,109
2017,Wyoming,Middle School,99
2017,Wyoming,Pre-School,689
2017,Wyoming,Professional school degree,19
2017,Wyoming,Some college but no degree,398
2018,Alabama,Associate degree in college,275
2018,Alabama,Bachelor's degree,440
2018,Alabama,Doctorate degree,40
2018,Alabama,Elementary,36
2018,Alabama,High School,312
2018,Alabama,High school graduate,870
2018,Alabama,Kindergarten,4
2018,Alabama,Master's degree,171
2018,Alabama,Middle School,172
2018,Alabama,Pre-School,729
2018,Alabama,Professional school degree,31
2018,Alabama,Some college but no degree,505
2018,Alaska,Associate degree in college,138
2018,Alaska,Bachelor's degree,237
2018,Alaska,Doctorate degree,28
2018,Alaska,Elementary,7
2018,Alaska,High School,133
2018,Alaska,High school graduate,499
2018,Alaska,Master's degree,94
2018,Alaska,Middle School,69
2018,Alaska,Pre-School,539
2018,Alaska,Professional school degree,9
2018,Alaska,Some college but no degree,346
2018,Arizona,Associate degree in college,217
2018,Arizona,Bachelor's degree,420
2018,Arizona,Doctorate degree,30
2018,Arizona,Elementary,84
2018,Arizona,High School,266
2018,Arizona,High school graduate,502
2018,Arizona,Kindergarten,9
2018,Arizona,Master's degree,173
2018,Arizona,Middle School,164
2018,Arizona,Pre-School,695
2018,Arizona,Professional school degree,23
2018,Arizona,Some college but no degree,444
2018,Arkansas,Associate degree in college,237
2018,Arkansas,Bachelor's degree,393
2018,Arkansas,Doctorate degree,34
2018,Arkansas,Elementary,43
2018,Arkansas,High School,294
2018,Arkansas,High school graduate,763
2018,Arkansas,Kindergarten,11
2018,Arkansas,Master's degree,123
2018,Arkansas,Middle School,191
2018,Arkansas,Pre-School,694
2018,Arkansas,Professional school degree,26
2018,Arkansas,Some college but no degree,433
2018,California,Associate degree in college,1122
2018,California,Bachelor's degree,2760
2018,California,Doctorate degree,242
2018,California,Elementary,759
2018,California,High School,1264
2018,California,High school graduate,3204
2018,California,Kindergarten,118
2018,California,Master's degree,1034
2018,California,Middle School,876
2018,California,Pre-School,3678
2018,California,Professional school degree,147
2018,California,Some college but no degree,2651
2018,Colorado,Associate degree in college,176
2018,Colorado,Bachelor's degree,448
2018,Colorado,Doctorate degree,32
2018,Colorado,Elementary,41
2018,Colorado,High School,152
2018,Colorado,High school graduate,382
2018,Colorado,Kindergarten,1
2018,Colorado,Master's degree,183
2018,Colorado,Middle School,73
2018,Colorado,Pre-School,517
2018,Colorado,Professional school degree,18
2018,Colorado,Some college but no degree,282
2018,Connecticut,Associate degree in college,90
2018,Connecticut,Bachelor's degree,292
2018,Connecticut,Doctorate degree,31
2018,Connecticut,Elementary,17
2018,Connecticut,High School,132
2018,Connecticut,High school graduate,348
2018,Connecticut,Kindergarten,2
2018,Connecticut,Master's degree,157
2018,Connecticut,Middle School,55
2018,Connecticut,Pre-School,314
2018,Connecticut,Professional school degree,23
2018,Connecticut,Some college but no degree,202
2018,Delaware,Associate degree in college,116
2018,Delaware,Bachelor's degree,272
2018,Delaware,Doctorate degree,25
2018,Delaware,Elementary,24
2018,Delaware,High School,149
2018,Delaware,High school graduate,488
2018,Delaware,Kindergarten,2
2018,Delaware,Master's degree,133
2018,Delaware,Middle School,77
2018,Delaware,Pre-School,380
2018,Delaware,Professional school degree,15
2018,Delaware,Some college but no degree,266
2018,District of Columbia,Associate degree in college,96
2018,District of Columbia,Bachelor's degree,665
2018,District of Columbia,Doctorate degree,126
2018,District of Columbia,Elementary,52
2018,District of Columbia,High School,152
2018,District of Columbia,High school graduate,406
2018,District of Columbia,Kindergarten,8
2018,District of Columbia,Master's degree,478
2018,District of Columbia,Middle School,73
2018,District of Columbia,Pre-School,473
2018,District of Columbia,Professional school degree,152
2018,District of Columbia,Some college but no degree,250
2018,Florida,Associate degree in college,751
2018,Florida,Bachelor's degree,1289
2018,Florida,Doctorate degree,93
2018,Florida,Elementary,107
2018,Florida,High School,582
2018,Florida,High school graduate,1965
2018,Florida,Kindergarten,23
2018,Florida,Master's degree,434
2018,Florida,Middle School,279
2018,Florida,Pre-School,1548
2018,Florida,Professional school degree,82
2018,Florida,Some college but no degree,1029
2018,Georgia,Associate degree in college,286
2018,Georgia,Bachelor's degree,619
2018,Georgia,Doctorate degree,48
2018,Georgia,Elementary,57
2018,Georgia,High School,367
2018,Georgia,High school graduate,947
2018,Georgia,Kindergarten,5
2018,Georgia,Master's degree,222
2018,Georgia,Middle School,164
2018,Georgia,Pre-School,937
2018,Georgia,Professional school degree,48
2018,Georgia,Some college but no degree,500
2018,Hawaii,Associate degree in college,247
2018,Hawaii,Bachelor's degree,568
2018,Hawaii,Doctorate degree,38
2018,Hawaii,Elementary,35
2018,Hawaii,High School,126
2018,Hawaii,High school graduate,699
2018,Hawaii,Kindergarten,5
2018,Hawaii,Master's degree,188
2018,Hawaii,Middle School,68
2018,Hawaii,Pre-School,517
2018,Hawaii,Professional school degree,36
2018,Hawaii,Some college but no degree,432
2018,Idaho,Associate degree in college,199
2018,Idaho,Bachelor's degree,374
2018,Idaho,Doctorate degree,21
2018,Idaho,Elementary,45
2018,Idaho,High School,200
2018,Idaho,High school graduate,598
2018,Idaho,Kindergarten,6
2018,Idaho,Master's degree,117
2018,Idaho,Middle School,113
2018,Idaho,Pre-School,721
2018,Idaho,Professional school degree,14
2018,Idaho,Some college but no degree,437
2018,Illinois,Associate degree in college,306
2018,Illinois,Bachelor's degree,807
2018,Illinois,Doctorate degree,68
2018,Illinois,Elementary,102
2018,Illinois,High School,321
2018,Illinois,High school graduate,1002
2018,Illinois,Kindergarten,11
2018,Illinois,Master's degree,374
2018,Illinois,Middle School,219
2018,Illinois,Pre-School,1086
2018,Illinois,Professional school degree,62
2018,Illinois,Some college but no degree,715
2018,Indiana,Associate degree in college,215
2018,Indiana,Bachelor's degree,367
2018,Indiana,Doctorate degree,21
2018,Indiana,Elementary,19
2018,Indiana,High School,215
2018,Indiana,High school graduate,687
2018,Indiana,Kindergarten,4
2018,Indiana,Master's degree,141
2018,Indiana,Middle School,133
2018,Indiana,Pre-School,706
2018,Indiana,Professional school degree,26
2018,Indiana,Some college but no degree,416
2018,Iowa,Associate degree in college,215
2018,Iowa,Bachelor's degree,295
2018,Iowa,Doctorate degree,17
2018,Iowa,Elementary,17
2018,Iowa,High School,124
2018,Iowa,High school graduate,384
2018,Iowa,Kindergarten,2
2018,Iowa,Master's degree,98
2018,Iowa,Middle School,69
2018,Iowa,Pre-School,487
2018,Iowa,Professional school degree,16
2018,Iowa,Some college but no degree,262
2018,Kansas,Associate degree in college,149
2018,Kansas,Bachelor's degree,347
2018,Kansas,Doctorate degree,31
2018,Kansas,Elementary,33
2018,Kansas,High School,167
2018,Kansas,High school graduate,438
2018,Kansas,Kindergarten,5
2018,Kansas,Master's degree,130
2018,Kansas,Middle School,83
2018,Kansas,Pre-School,554
2018,Kansas,Professional school degree,15
2018,Kansas,Some college but no degree,307
2018,Kentucky,Associate degree in college,147
2018,Kentucky,Bachelor's degree,228
2018,Kentucky,Doctorate degree,25
2018,Kentucky,Elementary,10
2018,Kentucky,High School,172
2018,Kentucky,High school graduate,494
2018,Kentucky,Kindergarten,3
2018,Kentucky,Master's degree,92
2018,Kentucky,Middle School,111
2018,Kentucky,Pre-School,477
2018,Kentucky,Professional school degree,19
2018,Kentucky,Some college but no degree,280
2018,Louisiana,Associate degree in college,286
2018,Louisiana,Bachelor's degree,442
2018,Louisiana,Doctorate degree,37
2018,Louisiana,Elementary,45
2018,Louisiana,High School,375
2018,Louisiana,High school graduate,1002
2018,Louisiana,Kindergarten,8
2018,Louisiana,Master's degree,149
2018,Louisiana,Middle School,232
2018,Louisiana,Pre-School,962
2018,Louisiana,Professional school degree,31
2018,Louisiana,Some college but no degree,574
2018,Maine,Associate degree in college,97
2018,Maine,Bachelor's degree,196
2018,Maine,Doctorate degree,12
2018,Maine,Elementary,2
2018,Maine,High School,83
2018,Maine,High school graduate,321
2018,Maine,Kindergarten,1
2018,Maine,Master's degree,74
2018,Maine,Middle School,46
2018,Maine,Pre-School,292
2018,Maine,Professional school degree,5
2018,Maine,Some college but no degree,161
2018,Maryland,Associate degree in college,122
2018,Maryland,Bachelor's degree,397
2018,Maryland,Doctorate degree,62
2018,Maryland,Elementary,23
2018,Maryland,High School,146
2018,Maryland,High school graduate,409
2018,Maryland,Kindergarten,9
2018,Maryland,Master's degree,255
2018,Maryland,Middle School,85
2018,Maryland,Pre-School,548
2018,Maryland,Professional school degree,33
2018,Maryland,Some college but no degree,330
2018,Massachusetts,Associate degree in college,194
2018,Massachusetts,Bachelor's degree,635
2018,Massachusetts,Doctorate degree,104
2018,Massachusetts,Elementary,49
2018,Massachusetts,High School,180
2018,Massachusetts,High school graduate,664
2018,Massachusetts,Kindergarten,7
2018,Massachusetts,Master's degree,342
2018,Massachusetts,Middle School,142
2018,Massachusetts,Pre-School,734
2018,Massachusetts,Professional school degree,61
2018,Massachusetts,Some college but no degree,372
2018,Michigan,Associate degree in college,278
2018,Michigan,Bachelor's degree,571
2018,Michigan,Doctorate degree,59
2018,Michigan,Elementary,25
2018,Michigan,High School,294
2018,Michigan,High school graduate,773
2018,Michigan,Kindergarten,8
2018,Michigan,Master's degree,256
2018,Michigan,Middle School,119
2018,Michigan,Pre-School,839
2018,Michigan,Professional school degree,34
2018,Michigan,Some college but no degree,587
2018,Minnesota,Associate degree in college,267
2018,Minnesota,Bachelor's degree,333
2018,Minnesota,Doctorate degree,19
2018,Minnesota,Elementary,17
2018,Minnesota,High School,124
2018,Minnesota,High school graduate,414
2018,Minnesota,Kindergarten,12
2018,Minnesota,Master's degree,138
2018,Minnesota,Middle School,77
2018,Minnesota,Pre-School,585
2018,Minnesota,Professional school degree,18
2018,Minnesota,Some college but no degree,275
2018,Mississippi,Associate degree in college,306
2018,Mississippi,Bachelor's degree,352
2018,Mississippi,Doctorate degree,18
2018,Mississippi,Elementary,24
2018,Mississippi,High School,354
2018,Mississippi,High school graduate,774
2018,Mississippi,Kindergarten,1
2018,Mississippi,Master's degree,144
2018,Mississippi,Middle School,156
2018,Mississippi,Pre-School,719
2018,Mississippi,Professional school degree,23
2018,Mississippi,Some college but no degree,484
2018,Missouri,Associate degree in college,174
2018,Missouri,Bachelor's degree,329
2018,Missouri,Doctorate degree,20
2018,Missouri,Elementary,5
2018,Missouri,High School,193
2018,Missouri,High school graduate,538
2018,Missouri,Kindergarten,2
2018,Missouri,Master's degree,148
2018,Missouri,Middle School,93
2018,Missouri,Pre-School,548
2018,Missouri,Professional school degree,22
2018,Missouri,Some college but no degree,314
2018,Montana,Associate degree in college,237
2018,Montana,Bachelor's degree,495
2018,Montana,Doctorate degree,36
2018,Montana,Elementary,2
2018,Montana,High School,169
2018,Montana,High school graduate,684
2018,Montana,Kindergarten,4
2018,Montana,Master's degree,184
2018,Montana,Middle School,91
2018,Montana,Pre-School,703
2018,Montana,Professional school degree,24
2018,Montana,Some college but no degree,515
2018,Nebraska,Associate degree in college,173
2018,Nebraska,Bachelor's degree,338
2018,Nebraska,Doctorate degree,19
2018,Nebraska,Elementary,33
2018,Nebraska,High School,143
2018,Nebraska,High school graduate,402
2018,Nebraska,Kindergarten,7
2018,Nebraska,Master's degree,100
2018,Nebraska,Middle School,112
2018,Nebraska,Pre-School,580
2018,Nebraska,Professional school degree,8
2018,Nebraska,Some college but no degree,294
2018,Nevada,Associate degree in college,173
2018,Nevada,Bachelor's degree,257
2018,Nevada,Doctorate degree,26
2018,Nevada,Elementary,54
2018,Nevada,High School,179
2018,Nevada,High school graduate,592
2018,Nevada,Kindergarten,6
2018,Nevada,Master's degree,80
2018,Nevada,Middle School,92
2018,Nevada,Pre-School,512
2018,Nevada,Professional school degree,11
2018,Nevada,Some college but no degree,418
2018,New Hampshire,Associate degree in college,154
2018,New Hampshire,Bachelor's degree,393
2018,New Hampshire,Doctorate degree,25
2018,New Hampshire,Elementary,3
2018,New Hampshire,High School,117
2018,New Hampshire,High school graduate,521
2018,New Hampshire,Kindergarten,1
